ID	GeneSymbol	mRNA_Accession	adj.P.Val	P.Value	t	B	logFC	Gene.title
10549804	Nlrp4c	NM_031389	0.61059536	4.47E-01	-8.07E-01	-7.00901	-1.20E-01	"NLR family, pyrin domain containing 4C"
10599418		ENSMUST00000083688	0.61061504	4.47E-01	-8.07E-01	-7.00907	-9.33E-02	
10606184	Mir374b	NR_030418	0.61061504	4.47E-01	8.07E-01	-7.00908	9.00E-02	microRNA 374b
10576532	Tsnax	NM_016909	0.61070226	4.47E-01	-8.07E-01	-7.00923	-1.93E-01	translin-associated factor X
10543464	Rpl7a	NM_013721	0.61070226	4.47E-01	8.07E-01	-7.00924	9.33E-02	ribosomal protein L7A
10369102	Cep85l	NM_001204983	0.61079542	4.47E-01	8.07E-01	-7.00937	1.73E-01	centrosomal protein 85-like
10343733		0	0.61089713	4.47E-01	-8.07E-01	-7.00951	-1.20E-01	
10549873		ENSMUST00000122705	0.61094552	4.48E-01	8.06E-01	-7.00964	8.33E-02	
10454525	Iws1	NM_173441	0.61094552	4.48E-01	8.06E-01	-7.00964	8.33E-02	IWS1 homolog (S. cerevisiae)
10541634	Vmn2r24	NM_001104639	0.61094552	4.48E-01	8.06E-01	-7.00965	8.67E-02	"vomeronasal 2, receptor 24"
10603116	Asb11	NM_026853	0.61107237	4.48E-01	-8.06E-01	-7.00984	-8.67E-02	ankyrin repeat and SOCS box-containing 11
10530849		ENSMUST00000122486	0.61107237	4.48E-01	8.06E-01	-7.00985	1.00E-01	
10486197	Rhov	NM_145530	0.61132311	4.48E-01	-8.06E-01	-7.01016	-9.00E-02	ras homolog family member V
10481122	Surf6	NM_009298	0.61136725	4.48E-01	-8.06E-01	-7.01024	-9.33E-02	surfeit gene 6
10341549		0	0.61138367	4.48E-01	-8.06E-01	-7.01028	-2.97E-01	
10375572	Olfr1382	NM_001011790	0.61139907	4.48E-01	-8.06E-01	-7.01033	-2.00E-01	olfactory receptor 1382
10408576	Serpinb9c	NM_001164524	0.61142316	4.48E-01	-8.06E-01	-7.01042	-8.67E-02	"serine (or cysteine) peptidase inhibitor, clade B, member 9c"
10364413	Olfr1355	NM_207571	0.61142316	4.48E-01	-8.06E-01	-7.01044	-1.17E-01	olfactory receptor 1355
10502900	5730460C07Rik	NR_045801	0.61142316	4.48E-01	-8.06E-01	-7.01044	-1.17E-01	RIKEN cDNA 5730460C07 gene
10493076	Sh2d2a	NM_001025571	0.61149393	4.48E-01	8.05E-01	-7.01054	1.67E-01	SH2 domain containing 2A
10340098		0	0.61154031	4.48E-01	-8.05E-01	-7.01062	-4.83E-01	
10409545		10409545	0.61158099	4.48E-01	8.05E-01	-7.0107	1.77E-01	
10361979	Bclaf1	NM_001025392	0.61165462	4.48E-01	-8.05E-01	-7.01081	-8.67E-02	BCL2-associated transcription factor 1
10436128	Myh15	NM_001166210	0.6117582	4.48E-01	-8.05E-01	-7.01098	-7.67E-02	"myosin, heavy chain 15"
10343913		0	0.6117582	4.48E-01	-8.05E-01	-7.01098	-2.00E-01	
10366409	Zfc3h1	NM_001033261	0.61181736	4.48E-01	-8.05E-01	-7.01107	-1.17E-01	"zinc finger, C3H1-type containing"
10600703	Samt3	NM_028554	0.61186174	4.48E-01	8.05E-01	-7.01115	1.00E-01	spermatogenesis associated multipass transmembrane protein 3
10556553	Insc	NM_173767	0.61191138	4.49E-01	-8.05E-01	-7.01123	-9.33E-02	inscuteable homolog (Drosophila)
10338165		0	0.61197689	4.49E-01	-8.04E-01	-7.01134	-6.37E-01	
10342422		0	0.6120932	4.49E-01	8.04E-01	-7.0115	2.50E-01	
10467744	Sfrp5	NM_018780	0.61224752	4.49E-01	-8.04E-01	-7.01172	-1.20E-01	secreted frizzled-related sequence protein 5
10536427	Hormad1	NM_001289532	0.61224752	4.49E-01	-8.04E-01	-7.01173	-8.33E-02	HORMA domain containing 1
10505556	Gm11238///Gm13871///Gm11758///Gm11487///Gm428	NM_001081644	0.61224752	4.49E-01	-8.04E-01	-7.01175	-1.03E-01	predicted gene 11238///predicted gene 13871///predicted gene 11758///predicted gene 11487///predicted gene 428
10466923	Gm15772///Rpl26	NM_009080	0.61248952	4.49E-01	8.04E-01	-7.01208	8.00E-02	ribosomal protein L26 pseudogene///ribosomal protein L26
10404129	4933427I18Rik	AK016954	0.61248952	4.49E-01	-8.04E-01	-7.01208	-1.30E-01	RIKEN cDNA 4933427I18 gene
10473539	Olfr1124	NM_147028	0.61251033	4.49E-01	-8.04E-01	-7.01213	-1.17E-01	olfactory receptor 1124
10454771	Reep2	NM_001204914	0.61252042	4.49E-01	8.03E-01	-7.01217	1.33E-01	receptor accessory protein 2
10604873	Mir465b-1///Mir465c-2///Mir465c-1///Mir465b-2///Mir465	NR_030562	0.61252945	4.49E-01	8.03E-01	-7.01223	1.37E-01	microRNA 465b-1///microRNA 465c-2///microRNA 465c-1///microRNA 465b-2///microRNA 465
10604875	Mir465b-1///Mir465c-2///Mir465c-1///Mir465b-2///Mir465	NR_030562	0.61252945	4.49E-01	8.03E-01	-7.01223	1.37E-01	microRNA 465b-1///microRNA 465c-2///microRNA 465c-1///microRNA 465b-2///microRNA 465
10368356	Akap7	NM_018747	0.61259352	4.49E-01	8.03E-01	-7.01234	1.13E-01	A kinase (PRKA) anchor protein 7
10339689		0	0.61259352	4.49E-01	-8.03E-01	-7.01236	-2.03E-01	
10340823		0	0.61262127	4.49E-01	-8.03E-01	-7.01242	-2.30E-01	
10339115		0	0.61262158	4.49E-01	-8.03E-01	-7.01245	-2.30E-01	
10558263	Gm10584	NR_028578	0.61295278	4.50E-01	-8.03E-01	-7.01285	-1.23E-01	predicted gene 10584
10346564	Casp8	NM_001080126	0.61295278	4.50E-01	8.03E-01	-7.01288	2.40E-01	caspase 8
10424062	A930017M01Rik	NR_033609	0.61319304	4.50E-01	8.02E-01	-7.01318	7.67E-02	"Smg-5 homolog, nonsense mediated mRNA decay factor pseudogene"
10358551	Hmcn1	NM_001024720	0.61321233	4.50E-01	-8.02E-01	-7.01323	-1.40E-01	hemicentin 1
10484841	Olfr1252///Olfr1250///Olfr1248	NM_146965	0.61327804	4.50E-01	-8.02E-01	-7.01336	-9.00E-02	olfactory receptor 1252///olfactory receptor 1250///olfactory receptor 1248
10381506	1700006E09Rik	NM_029287	0.61327804	4.50E-01	-8.02E-01	-7.01336	-1.03E-01	RIKEN cDNA 1700006E09 gene
10518805	Vamp3	NM_009498	0.61327804	4.50E-01	-8.02E-01	-7.01338	-1.60E-01	vesicle-associated membrane protein 3
10399801	Sntg2	NM_172951	0.6132916	4.50E-01	-8.02E-01	-7.01342	-8.00E-02	"syntrophin, gamma 2"
10491958	Gm10729	ENSMUST00000099104	0.61337091	4.50E-01	-8.02E-01	-7.01354	-9.33E-02	predicted gene 10729
10491081		10491081	0.61344369	4.50E-01	-8.02E-01	-7.01368	-1.13E-01	
10556035	Olfr713	NM_147034	0.61344369	4.50E-01	-8.02E-01	-7.0137	-1.50E-01	olfactory receptor 713
10555744	Olfr564	NM_146359	0.61344369	4.50E-01	-8.02E-01	-7.01371	-9.00E-02	olfactory receptor 564
10386455	Rasd1	NM_009026	0.61344369	4.50E-01	8.02E-01	-7.01373	1.10E-01	"RAS, dexamethasone-induced 1"
10532281	Vmn2r14	NM_001104625	0.61344961	4.50E-01	-8.02E-01	-7.01376	-1.03E-01	"vomeronasal 2, receptor 14"
10484830	Olfr1245	NM_146788	0.61345181	4.50E-01	-8.01E-01	-7.01384	-1.27E-01	olfactory receptor 1245
10479008		AK082914	0.61345181	4.50E-01	8.01E-01	-7.01384	1.27E-01	
10343833		0	0.61345181	4.50E-01	-8.01E-01	-7.01385	-3.90E-01	
10366401		ENSMUST00000082773	0.61345181	4.50E-01	-8.01E-01	-7.01387	-1.63E-01	
10379410	Rhot1	NM_001163354	0.61352	4.50E-01	8.01E-01	-7.01402	1.00E-01	ras homolog family member T1
10540533	Cav3	NM_007617	0.61352	4.50E-01	-8.01E-01	-7.01402	-1.17E-01	caveolin 3
10565385	Olfr308	NM_146621	0.61352	4.50E-01	-8.01E-01	-7.01403	-9.33E-02	olfactory receptor 308
10601607	4921511C20Rik	NR_003646	0.61356563	4.50E-01	-8.01E-01	-7.01413	-1.07E-01	high density lipoprotein (HDL) binding protein pseudogene
10564500		GENSCAN00000035319	0.61356563	4.50E-01	-8.01E-01	-7.01416	-1.47E-01	
10372094		AK158373	0.61356563	4.50E-01	-8.01E-01	-7.01419	-1.27E-01	
10604799	Atp11c	NM_001001798	0.61356563	4.50E-01	-8.01E-01	-7.01419	-9.33E-02	"ATPase, class VI, type 11C"
10399146	Mir153	NR_029563	0.61356563	4.50E-01	8.01E-01	-7.01422	1.53E-01	microRNA 153
10348996		ENSMUST00000186157	0.61356563	4.50E-01	-8.01E-01	-7.01424	-8.67E-02	
10504652	Ccdc180	NM_198660	0.6136048	4.51E-01	-8.01E-01	-7.01431	-1.40E-01	coiled-coil domain containing 180
10403929	Zkscan4	NM_001039115	0.6136048	4.51E-01	-8.01E-01	-7.01434	-1.13E-01	zinc finger with KRAB and SCAN domains 4
10342069		0	0.61367452	4.51E-01	-8.01E-01	-7.01444	-3.80E-01	
10436698	N6amt1	ENSMUST00000120284	0.61370676	4.51E-01	-8.01E-01	-7.01451	-1.07E-01	N-6 adenine-specific DNA methyltransferase 1 (putative)
10495820	Fabp2	NM_007980	0.61371311	4.51E-01	8.01E-01	-7.01454	1.17E-01	"fatty acid binding protein 2, intestinal"
10345224		ENSMUST00000083289	0.61372234	4.51E-01	-8.01E-01	-7.01458	-1.50E-01	
10436692	Gm10791	NR_045889	0.61374592	4.51E-01	-8.01E-01	-7.01463	-1.07E-01	predicted gene 10791
10368090		GENSCAN00000042274	0.61379232	4.51E-01	-8.00E-01	-7.01471	-1.60E-01	
10503692		ENSMUST00000118175	0.61382888	4.51E-01	-8.00E-01	-7.01478	-1.13E-01	
10343565		0	0.6139454	4.51E-01	-8.00E-01	-7.01494	-3.47E-01	
10503656		ENSMUST00000119094	0.6139534	4.51E-01	-8.00E-01	-7.01497	-8.00E-02	
10343749		0	0.61420301	4.51E-01	-8.00E-01	-7.01528	-9.00E-02	
10416727	4921530L21Rik	NM_025733	0.61421475	4.51E-01	-8.00E-01	-7.01535	-1.43E-01	RIKEN cDNA 4921530L21 gene
10342839		0	0.61421475	4.51E-01	8.00E-01	-7.01537	1.60E-01	
10491484		ENSMUST00000082900	0.61421475	4.51E-01	-8.00E-01	-7.01538	-1.07E-01	
10428368		10428368	0.61423197	4.51E-01	-8.00E-01	-7.01542	-1.27E-01	
10386916	Lrrc75a	NM_198861	0.61426762	4.51E-01	7.99E-01	-7.01549	9.33E-02	leucine rich repeat containing 75A
10470959	Phyhd1	NM_001252568	0.61429109	4.51E-01	7.99E-01	-7.01554	1.47E-01	phytanoyl-CoA dioxygenase domain containing 1
10344056		0	0.61431415	4.51E-01	7.99E-01	-7.0156	1.90E-01	
10399725	Sox11	NM_009234	0.61437345	4.51E-01	-7.99E-01	-7.0157	-1.30E-01	SRY (sex determining region Y)-box 11
10569542	Mrgpre	NM_175534	0.61437345	4.51E-01	-7.99E-01	-7.01578	-1.20E-01	"MAS-related GPR, member E"
10470322	Surf2	NM_013678	0.61437345	4.51E-01	-7.99E-01	-7.01581	-9.00E-02	surfeit gene 2
10519392	Krit1	NM_001170552	0.61437345	4.52E-01	-7.99E-01	-7.01582	-8.33E-02	"KRIT1, ankyrin repeat containing"
10497505	Nlgn1	NM_001163387	0.61437345	4.52E-01	-7.99E-01	-7.01582	-8.33E-02	neuroligin 1
10497878	Il2	NM_008366	0.61437345	4.52E-01	-7.99E-01	-7.01582	-8.33E-02	interleukin 2
10605666	Mageb18	NM_173783	0.61440811	4.52E-01	-7.99E-01	-7.01589	-1.17E-01	"melanoma antigen family B, 18"
10478383	R3hdml	NM_001099331	0.61442068	4.52E-01	-7.99E-01	-7.01593	-9.67E-02	R3H domain containing-like
10435697	Popdc2	NM_001081984	0.61446253	4.52E-01	-7.99E-01	-7.016	-1.33E-01	popeye domain containing 2
10605421	Cmc4///Mtcp1	NM_001039373	0.61446853	4.52E-01	7.99E-01	-7.01606	1.10E-01	C-x(9)-C motif containing 4///mature T cell proliferation 1
10469571	Otud1	NM_027715	0.61446853	4.52E-01	-7.99E-01	-7.01608	-1.53E-01	OTU domain containing 1
10543145	Thsd7a	NM_001164805	0.61446853	4.52E-01	-7.99E-01	-7.0161	-1.17E-01	"thrombospondin, type I, domain containing 7A"
10439780	6430553K19Rik	XR_397039	0.61446853	4.52E-01	-7.99E-01	-7.01612	-8.67E-02	RIKEN cDNA 6430553K19 gene
10490818	Stmn2	NM_025285	0.61446853	4.52E-01	-7.99E-01	-7.01614	-1.03E-01	stathmin-like 2
10448034	Dll1	NM_007865	0.6144971	4.52E-01	-7.99E-01	-7.0162	-1.23E-01	delta-like 1 (Drosophila)
10440729	Krtap7-1	NM_027771	0.61453042	4.52E-01	-7.99E-01	-7.01629	-8.00E-02	keratin associated protein 7-1
10508697	Srsf4	ENSMUST00000030743	0.61453042	4.52E-01	7.99E-01	-7.01629	8.00E-02	serine/arginine-rich splicing factor 4
10399354		GENSCAN00000000839	0.61463587	4.52E-01	-7.98E-01	-7.01648	-1.23E-01	
10378732	Crk	NM_133656	0.61463587	4.52E-01	-7.98E-01	-7.01649	-8.67E-02	v-crk avian sarcoma virus CT10 oncogene homolog
10413726	Tnnc1	NM_009393	0.61463587	4.52E-01	-7.98E-01	-7.01649	-8.67E-02	"troponin C, cardiac/slow skeletal"
10359097	Tor1aip1	ENSMUST00000130995	0.61464782	4.52E-01	-7.98E-01	-7.01654	-1.03E-01	torsin A interacting protein 1
10518313	Tnfrsf8	NM_009401	0.61464782	4.52E-01	-7.98E-01	-7.01656	-1.37E-01	"tumor necrosis factor receptor superfamily, member 8"
10488630	Defb23	NM_001037933	0.61467041	4.52E-01	-7.98E-01	-7.01661	-1.30E-01	defensin beta 23
10342874		0	0.61469088	4.52E-01	-7.98E-01	-7.01672	-3.67E-01	
10542223	5430401F13Rik	NM_001244628	0.61469088	4.52E-01	-7.98E-01	-7.01673	-8.00E-02	RIKEN cDNA 5430401F13 gene
10603147	Gemin8	NM_146238	0.61469088	4.52E-01	-7.98E-01	-7.01676	-1.10E-01	gem (nuclear organelle) associated protein 8
10583870	Bmper	NM_028472	0.61469088	4.52E-01	-7.98E-01	-7.01678	-7.67E-02	BMP-binding endothelial regulator
10339729		0	0.61469088	4.52E-01	-7.98E-01	-7.01684	-1.93E-01	
10428685		ENSMUST00000179457	0.61469088	4.52E-01	-7.98E-01	-7.01684	-9.00E-02	
10518714	Tmem201	NM_001284273	0.61469088	4.52E-01	7.98E-01	-7.01684	9.00E-02	transmembrane protein 201
10338687		0	0.61469088	4.52E-01	7.98E-01	-7.01685	3.43E-01	
10535659	Cyp3a16	NM_007820	0.61477572	4.52E-01	7.98E-01	-7.01702	7.67E-02	"cytochrome P450, family 3, subfamily a, polypeptide 16"
10341193		0	0.61477572	4.52E-01	7.98E-01	-7.01703	1.23E-01	
10605222	Irak1	NM_001177973	0.61477572	4.52E-01	7.98E-01	-7.01703	8.33E-02	interleukin-1 receptor-associated kinase 1
10392815	Cd300c2	NM_134158	0.61477572	4.52E-01	7.98E-01	-7.01705	1.83E-01	CD300C molecule 2
10532072	Hfm1	NM_001252516	0.61477572	4.52E-01	7.98E-01	-7.0171	9.33E-02	"HFM1, ATP-dependent DNA helicase homolog"
10408950		10408950	0.61477572	4.52E-01	-7.98E-01	-7.0171	-1.07E-01	
10462096		ENSMUST00000182307	0.61491332	4.52E-01	-7.97E-01	-7.0173	-1.67E-01	
10344288		0	0.61491332	4.52E-01	-7.97E-01	-7.01731	-2.47E-01	
10513955		ENSMUST00000083950	0.61492864	4.53E-01	-7.97E-01	-7.01736	-1.30E-01	
10363054		10363054	0.61493191	4.53E-01	-7.97E-01	-7.01739	-8.00E-02	
10338769		0	0.61493574	4.53E-01	-7.97E-01	-7.01742	-5.07E-01	
10581388	Lcat	NM_008490	0.61499642	4.53E-01	-7.97E-01	-7.01752	-1.20E-01	lecithin cholesterol acyltransferase
10340657		0	0.61499642	4.53E-01	-7.97E-01	-7.01754	-3.20E-01	
10478776	Arfgef2	NM_001085495	0.61503468	4.53E-01	-7.97E-01	-7.01761	-8.67E-02	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)
10591988	Adamts15	NM_001024139	0.61506778	4.53E-01	-7.97E-01	-7.01768	-1.40E-01	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15"
10344155		0	0.61506778	4.53E-01	-7.97E-01	-7.0177	-2.67E-01	
10422244	Slitrk6	NM_175499	0.61506778	4.53E-01	-7.97E-01	-7.01773	-9.67E-02	"SLIT and NTRK-like family, member 6"
10340788		0	0.6150956	4.53E-01	7.97E-01	-7.0178	1.10E-01	
10453062	Atl2	NM_001286647	0.6150956	4.53E-01	7.97E-01	-7.01783	1.60E-01	atlastin GTPase 2
10473242		ENSMUST00000083207	0.6150956	4.53E-01	-7.97E-01	-7.01784	-8.33E-02	
10357630	Srgap2	XM_006529138	0.61528554	4.53E-01	-7.96E-01	-7.0181	-1.30E-01	SLIT-ROBO Rho GTPase activating protein 2
10367770	Gm9930	ENSMUST00000066742	0.61528554	4.53E-01	-7.96E-01	-7.0181	-1.20E-01	predicted gene 9930
10338553		0	0.61533062	4.53E-01	-7.96E-01	-7.01819	-2.77E-01	
10359770	Pou2f1	NM_011137	0.61533062	4.53E-01	-7.96E-01	-7.01823	-1.00E-01	"POU domain, class 2, transcription factor 1"
10544715	Mir148a	NR_029719	0.61533062	4.53E-01	-7.96E-01	-7.01823	-1.03E-01	microRNA 148a
10339716		0	0.61535916	4.53E-01	7.96E-01	-7.01831	1.50E-01	
10350823	Abl2	NM_001136104	0.61535916	4.53E-01	7.96E-01	-7.01832	9.67E-02	"v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)"
10493873	Sprr2g	NR_003548	0.61537476	4.53E-01	-7.96E-01	-7.01838	-9.33E-02	small proline-rich protein 2G
10462863		GENSCAN00000031616	0.61537476	4.53E-01	7.96E-01	-7.01839	9.00E-02	
10451851	Armcx3	NM_027870	0.61543625	4.53E-01	-7.96E-01	-7.01849	-1.80E-01	"armadillo repeat containing, X-linked 3"
10352125	Gm9982	ENSMUST00000069568	0.61544896	4.53E-01	-7.96E-01	-7.01853	-1.40E-01	predicted gene 9982
10489545	Tnnc2	NM_009394	0.61544896	4.53E-01	-7.96E-01	-7.01855	-1.17E-01	"troponin C2, fast"
10502273	Arhgef38	ENSMUST00000054105	0.61567432	4.53E-01	-7.95E-01	-7.01883	-8.33E-02	Rho guanine nucleotide exchange factor (GEF) 38
10340821		0	0.61567588	4.53E-01	7.95E-01	-7.01888	3.53E-01	
10543219	Gpr85	NM_145066	0.61567588	4.54E-01	-7.95E-01	-7.0189	-9.00E-02	G protein-coupled receptor 85
10450034	Rab11b	NM_008997	0.61567588	4.54E-01	-7.95E-01	-7.01893	-1.50E-01	"RAB11B, member RAS oncogene family"
10360202	Nhlh1	NM_010916	0.61567588	4.54E-01	-7.95E-01	-7.01894	-1.10E-01	nescient helix loop helix 1
10494092	Pogz	NM_001165948	0.6157687	4.54E-01	-7.95E-01	-7.01907	-9.00E-02	pogo transposable element with ZNF domain
10339944		0	0.61580027	4.54E-01	7.95E-01	-7.01913	2.47E-01	
10465366	Zfpl1	NM_024231	0.61585233	4.54E-01	-7.95E-01	-7.01922	-1.23E-01	zinc finger like protein 1
10454030	Cabyr	NM_001042418	0.61592521	4.54E-01	-7.95E-01	-7.01933	-9.33E-02	calcium-binding tyrosine-(Y)-phosphorylation regulated (fibrousheathin 2)
10499859		ENSMUST00000083145	0.61598684	4.54E-01	-7.95E-01	-7.01943	-8.33E-02	
10427888		ENSMUST00000082741	0.61598684	4.54E-01	7.95E-01	-7.01945	8.67E-02	
10437629	Grin2a	NM_008170	0.61605197	4.54E-01	-7.95E-01	-7.01957	-1.17E-01	"glutamate receptor, ionotropic, NMDA2A (epsilon 1)"
10374767	Gm2889	ENSMUST00000160944	0.61605197	4.54E-01	-7.95E-01	-7.0196	-7.33E-02	predicted gene 2889
10394429	Ldah	NM_001167767	0.61605197	4.54E-01	7.95E-01	-7.01963	1.57E-01	lipid droplet associated hydrolase
10605820	Zc4h2	NM_001003916	0.61605197	4.54E-01	7.95E-01	-7.01965	1.73E-01	"zinc finger, C4H2 domain containing"
10355024	Ica1l	NM_027407	0.61605197	4.54E-01	-7.94E-01	-7.01966	-1.03E-01	islet cell autoantigen 1-like
10536717	Hyal6	NM_028920	0.61607632	4.54E-01	-7.94E-01	-7.01973	-1.83E-01	hyaluronoglucosaminidase 6
10338271		0	0.61607632	4.54E-01	-7.94E-01	-7.01974	-4.83E-01	
10562204	Fxyd7	NM_022007	0.61608741	4.54E-01	-7.94E-01	-7.0198	-1.40E-01	FXYD domain-containing ion transport regulator 7
10395845		10395845	0.61608741	4.54E-01	-7.94E-01	-7.0198	-9.33E-02	
10594490	Slc24a1	NM_144813	0.61610247	4.54E-01	-7.94E-01	-7.01985	-1.27E-01	"solute carrier family 24 (sodium/potassium/calcium exchanger), member 1"
10343801		0	0.61613459	4.54E-01	7.94E-01	-7.01991	1.97E-01	
10584458	Olfr920	NM_146787	0.6161736	4.54E-01	-7.94E-01	-7.01998	-8.00E-02	olfactory receptor 920
10491897		ENSMUST00000083084	0.61618327	4.54E-01	-7.94E-01	-7.02003	-1.93E-01	
10498415	Dhx36	NM_028136	0.61618327	4.54E-01	-7.94E-01	-7.02004	-1.03E-01	DEAH (Asp-Glu-Ala-His) box polypeptide 36
10522192	Nsun7	NM_027602	0.61629357	4.54E-01	-7.94E-01	-7.02019	-8.00E-02	"NOL1/NOP2/Sun domain family, member 7"
10572398	Crlf1	NM_018827	0.61633587	4.54E-01	-7.94E-01	-7.02029	-1.00E-01	cytokine receptor-like factor 1
10338207		0	0.61633587	4.54E-01	-7.94E-01	-7.02029	-1.00E-01	
10524234	Galnt9	NM_001122639	0.61637587	4.54E-01	-7.94E-01	-7.02036	-8.67E-02	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 9
10339867		0	0.61643069	4.55E-01	-7.94E-01	-7.02045	-4.07E-01	
10341071		0	0.61666333	4.55E-01	-7.93E-01	-7.02076	-4.47E-01	
10414741	Tcra-V22.1	ENSMUST00000103583	0.61666333	4.55E-01	-7.93E-01	-7.02077	-5.77E-01	"T cell receptor alpha, variable 22.1"
10415835	Defb43	NM_001039121	0.61669947	4.55E-01	-7.93E-01	-7.02083	-8.00E-02	defensin beta 43
10513803		ENSMUST00000117940	0.61674415	4.55E-01	7.93E-01	-7.02091	8.67E-02	
10463645	Sufu	NM_001025391	0.61674816	4.55E-01	-7.93E-01	-7.02096	-1.47E-01	suppressor of fused homolog (Drosophila)
10534142	Sbds	NM_023248	0.61674816	4.55E-01	-7.93E-01	-7.02097	-9.67E-02	Shwachman-Bodian-Diamond syndrome homolog (human)
10459510	Mir694	NR_030467	0.61681908	4.55E-01	-7.93E-01	-7.02107	-1.63E-01	microRNA 694
10593024	Cd3e	NM_007648	0.61691183	4.55E-01	-7.93E-01	-7.02121	-8.33E-02	"CD3 antigen, epsilon polypeptide"
10349376		ENSMUST00000158649	0.61701662	4.55E-01	7.92E-01	-7.02135	1.20E-01	
10504865	Invs	NM_001281977	0.61719607	4.55E-01	7.92E-01	-7.02158	1.17E-01	inversin
10407358	Paip1	NM_001079849	0.61726572	4.55E-01	-7.92E-01	-7.0217	-9.67E-02	polyadenylate binding protein-interacting protein 1
10342873		0	0.61726572	4.55E-01	-7.92E-01	-7.02171	-3.17E-01	
10341027		0	0.61740613	4.55E-01	-7.92E-01	-7.02192	-2.60E-01	
10339791		0	0.61740613	4.55E-01	-7.92E-01	-7.02193	-2.80E-01	
10423836	Cthrc1	NM_026778	0.61740613	4.56E-01	-7.92E-01	-7.02194	-9.00E-02	collagen triple helix repeat containing 1
10584498	Olfr961	NM_146504	0.61748549	4.56E-01	-7.92E-01	-7.02207	-1.00E-01	olfactory receptor 961
10497253	Pmp2	NM_001030305	0.61748549	4.56E-01	7.92E-01	-7.02209	1.03E-01	peripheral myelin protein 2
10339981		0	0.61756177	4.56E-01	-7.91E-01	-7.0222	-2.17E-01	
10604528	Mbnl3	NM_134163	0.61772237	4.56E-01	-7.91E-01	-7.0224	-1.43E-01	muscleblind-like 3 (Drosophila)
10368243	Eya4	NM_010167	0.61779297	4.56E-01	-7.91E-01	-7.02253	-8.00E-02	EYA transcriptional coactivator and phosphatase 4
10493640	Nup210l	NM_029937	0.61779297	4.56E-01	-7.91E-01	-7.02254	-1.07E-01	nucleoporin 210-like
10358557	Hmcn1	NM_001024720	0.6177972	4.56E-01	7.91E-01	-7.02257	9.67E-02	hemicentin 1
10339165		0	0.61780488	4.56E-01	7.91E-01	-7.02261	9.00E-02	
10565802	Rps3	NM_012052	0.61780488	4.56E-01	7.91E-01	-7.02265	7.33E-02	ribosomal protein S3
10606475	Hdx	NM_001080549	0.61780488	4.56E-01	-7.91E-01	-7.02266	-1.07E-01	highly divergent homeobox
10341310		0	0.61783819	4.56E-01	7.91E-01	-7.02272	1.23E-01	
10558403	4930544L04Rik	ENSMUST00000097982	0.61787956	4.56E-01	-7.91E-01	-7.02281	-1.23E-01	RIKEN cDNA 4930544L04 gene
10338859		0	0.61787956	4.56E-01	7.91E-01	-7.02282	2.00E-01	
10355017	Sumo1	NM_009460	0.61797116	4.56E-01	7.91E-01	-7.02295	9.00E-02	small ubiquitin-like modifier 1
10340839		0	0.61811741	4.56E-01	7.90E-01	-7.02314	2.13E-01	
10376312	Larp1	NM_028451	0.61812587	4.56E-01	7.90E-01	-7.02318	1.37E-01	"La ribonucleoprotein domain family, member 1"
10435920	Cd200r4	NM_207244	0.61812587	4.56E-01	7.90E-01	-7.0232	1.40E-01	CD200 receptor 4
10531183	Adamts3	NM_001081401	0.6181301	4.56E-01	-7.90E-01	-7.02323	-1.20E-01	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 3"
10582474	Chmp1a	NM_145606	0.61821382	4.56E-01	-7.90E-01	-7.02335	-1.33E-01	charged multivesicular body protein 1A
10338008		10338008	0.61821382	4.56E-01	-7.90E-01	-7.02338	-8.00E-02	
10431170	5031439G07Rik	NM_001033273	0.61824126	4.56E-01	7.90E-01	-7.02343	9.67E-02	RIKEN cDNA 5031439G07 gene
10339707		0	0.61828739	4.57E-01	7.90E-01	-7.02351	1.30E-01	
10428515	Csmd3	NM_001081391	0.6183574	4.57E-01	-7.90E-01	-7.02362	-8.67E-02	CUB and Sushi multiple domains 3
10562349	Pdcd2l	NM_026549	0.61847223	4.57E-01	7.90E-01	-7.02377	1.50E-01	programmed cell death 2-like
10348558	Scly	NM_016717	0.61850285	4.57E-01	7.89E-01	-7.02385	1.03E-01	selenocysteine lyase
10538640	Abcg2	NM_011920	0.61850285	4.57E-01	-7.89E-01	-7.02386	-1.70E-01	"ATP-binding cassette, sub-family G (WHITE), member 2"
10531177	Adamts3	NM_001081401	0.61856375	4.57E-01	-7.89E-01	-7.024	-1.10E-01	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 3"
10351117	Gm10176	ENSMUST00000159707	0.61856375	4.57E-01	-7.89E-01	-7.02401	-9.33E-02	predicted gene 10176
10554323	Mir9-3	NR_029818	0.61856375	4.57E-01	-7.89E-01	-7.02401	-1.63E-01	microRNA 9-3
10419049	Nrg3	NM_001190187	0.61856375	4.57E-01	-7.89E-01	-7.02403	-1.33E-01	neuregulin 3
