	GeneSymbol_GSM2386506_Kupper.txt	mRNA_Accession_GSM2386506_Kupper.txt	adj.P.Val_GSM2386506_Kupper.txt	logFC_GSM2386506_Kupper.txt	GeneSymbol_GSE47045_GEO2R_TRM_v_TN_Carbone.txt	mRNA_Accession_GSE47045_GEO2R_TRM_v_TN_Carbone.txt	adj.P.Val_GSE47045_GEO2R_TRM_v_TN_Carbone.txt	logFC_GSE47045_GEO2R_TRM_v_TN_Carbone.txt	GeneSymbol_GSE79858_Slansky_TIL_v_TN.txt	mRNA_Accession_GSE79858_Slansky_TIL_v_TN.txt	adj.P.Val_GSE79858_Slansky_TIL_v_TN.txt	logFC_GSE79858_Slansky_TIL_v_TN.txt	GeneSymbol_GSE_Anderson_TIL_v_Naive.txt	mRNA_Accession_GSE_Anderson_TIL_v_Naive.txt	adj.P.Val_GSE_Anderson_TIL_v_Naive.txt	logFC_GSE_Anderson_TIL_v_Naive.txt
30615													A530058O07Rik	BG066733	0.73	-0.0769075
30616													A530064N14Rik	BB221206	0.00159	-1.9370491
30617													A530083I20Rik	XR_105335	0.633	0.1336461
30618													A530088E08Rik	NR_029458	0.0433	-1.0328524
30619													A630014C17Rik	XR_106224	0.0947	-0.6433247
30620													A630026N12Rik	BB125550	0.00922	-1.2609993999999998
30621													A630035D09Rik	BB231926	0.517	-0.7141371999999999
30622													A630039O03Rik	BB232606	0.679	-0.09935319999999999
30623													A630057N01Rik	BB224397	0.14800000000000002	-1.2254886
30624													A630081D01Rik	BM244095	0.133	0.7968907
30625													A730008H23Rik	NM_172505	0.0288	0.09107175
30626													A730009E18Rik	BB360886	0.11654999999999999	-0.17896205000000004
30627													A730011C13Rik	XR_104790	0.106655	-0.9268859
30628													A730034C02	NM_001039934	0.349291	1.4784192
30629													A730035I17Rik	AK019785	0.764	-0.0744497
30630													A730041O05Rik	BB750896	0.9129999999999999	0.0330214
30631													A730046G19Rik	BB251424	0.0012699999999999999	-2.1152693
30632													A730052K04Rik	BB640342	0.368	0.2318813
30633													A730054J21Rik	BM119567	0.448	-0.020395499999999997
30634													A730056I06Rik	BB253214	0.175	-0.3455783
30635													A730059M13Rik	BB377071	0.581	0.2467949
30636													A730062M13Rik	BB254594	0.9009999999999999	0.0344081
30637													A730089K16Rik	NM_177156	0.581	-0.1509002
30638													A730091E23Rik	BB529729	0.1235	-0.0873224
30639													A830010M09Rik	BB466434	0.698	0.07393229999999999
30640													A830021K08Rik	AI851680	0.13	-0.45310600000000006
30641													A830021M18Rik	BB265715	0.71	-0.0980225
30642													A830039H05Rik	BB476795	0.0010249999999999999	-1.80359625
30643													A830080L01Rik	BB528241	0.0055899999999999995	-2.0540557
30644													A830091E24	BB275118	0.932	-0.0829255
30645													A930002H02Rik	BB277126	0.885	-0.0290014
30646													A930002I21Rik	NM_008417	5.3400000000000004e-05	-2.5463915
30647													A930004J17Rik	BB243507	0.8809999999999999	-0.1236808
30648													A930005G22Rik	XR_387606	0.451	-0.2458344
30649													A930005N03Rik	BB709254	0.27699999999999997	-0.6600062
30650													A930006A01Rik	BB280152	0.94	0.0203325
30651													A930007D18Rik	BE133797	0.066	-1.5018676000000002
30652													A930008B05Rik	BB283739	0.184	-0.5592271
30653													A930009E05Rik	NM_001004182	0.644	0.1109742
30654													A930009L07Rik	BB278168	0.3905	-0.24994460000000002
30655													A930010G16Rik	AK020843	0.419	0.18042170000000002
30656													A930011E06Rik	AK020846	0.0258	-0.6609053
30657													A930012M21Rik	AW552820	0.6809999999999999	0.3181199
30658													A930012N16Rik	BG066390	0.359	-0.20690679999999997
30659													A930016O22Rik	NR_073014	0.163	0.3498373
30660													A930018O16Rik	AK020873	0.21385	-0.7826359
30661													A930023M06Rik	XM_001474958	0.20199999999999999	-0.49594170000000004
30662													A930025H08Rik	BB283644	0.507	0.16113424999999998
30663													A930026B05Rik	AI481778	0.011	-0.9468448
30664													A930026I22Rik	AK020893	0.6759999999999999	0.44394520000000004
30665													A930028O11Rik	BB280937	0.6224999999999999	-0.12880375
30666													A930030B08Rik	BB281168	0.165	-0.6531996
30667													A930033C23Rik	BB283836	0.97	0.020996099999999997
30668													A930035D04Rik	XM_003945405	0.00336	2.2928451
30669													A930036A04Rik	AK020933	0.4845	0.17538510000000002
30670													A930036I15Rik	AK020934	0.409	-0.2931668
30671													A930036K24Rik	BG297411	0.914	-0.0399478
30672													A930037O16Rik	BB311547	0.631	-0.11445090000000001
30673													A930041D05Rik	AK020949	0.207	-0.3589067
30674													A930041H05Rik	BB314361	0.597	0.46410609999999997
30675													AA407107	BG063117	0.677	-0.1018487
30676													AA407111	BG063116	0.9279999999999999	-0.020242700000000002
30677													AA407175	BG063140	0.0138	-0.7794689
30678													AA407331	AA407331	0.20750000000000002	1.36472615
30679													AA407782	BG063156	0.00187	-0.9838872999999999
30680													AA407787	BG063160	0.159	0.9973443999999999
30681													AA407881	BG063170	0.275	1.4584572
30682													AA408213	BG063210	0.0649	-0.5263642
30683													AA408251	BG076663	0.698	-0.2931454
30684													AA408396	BG063235	0.515	0.6275758
30685													AA408456	BG063234	0.528	0.1710337
30686													AA408650	BG063276	0.0108	1.2150318000000002
30687													AA408954	AA408954	0.6765000000000001	0.4122842
30688													AA409261	BG063063	0.0573	-0.8611709999999999
30689													AA409289	BG063065	0.0323	-0.9796138000000001
30690													AA409368	BB054673	0.138	-0.2983494
30691													AA409587	BG063085	0.557	0.4501587
30692													AA409749	AA409749	0.27215	0.9826721
30693													AA414768	NM_001272033	0.0984	1.3305215
30694													AA414903	AA414903	0.48050000000000004	-0.030166599999999988
30695													AA414993	AA414993	0.1785	-0.68063225
30696													AA415038	AV318727	0.61	0.3497822
30697													AA415437	BB280432	0.00128	-1.3921288
30698													AA416453	AA416453	0.408	0.23991120000000002
30699													AA511254	AA516934	0.7090000000000001	0.0932753
30700													AA511261	AA511261	0.057050000000000003	-0.028677300000000017
30701													AA516738	AA517724	0.0616	-0.4485977
30702													AA517023	AA517023	0.8009999999999999	0.07154035
30703													AA517545	AA522015	0.128	0.28998379999999996
30704													AA517562	AA516937	0.299	0.32312779999999997
30705													AA517631	AA511281	0.0127	-1.3418238999999998
30706													AA517650	AA517650	0.0312	-0.62698735
30707													AA517841	AA517841	0.44399999999999995	-0.20572935
30708													AA517858	AA517858	0.275	0.23785245
30709													AA517864	AA517864	0.8009999999999999	-0.0908477
30710													AA522020	AA522020	0.4875	0.19214739999999997
30711													AA536748	AA536748	0.28435	0.3544376
30712													AA536887	AW742789	0.507	-0.28392009999999995
30713													AA589418	AA589418	0.613	-0.14230345000000003
30714													AA617406	BB214935	0.13	0.89860965
30715													AA645497	BB800065	0.0572	-0.6337611999999999
30716													AA672641	AA672641	0.363	0.1980777
30717													AA675344	AI593684	0.3684	-0.3736821
30718													AA763515	BG071123	0.0171	0.8951198
30719													AA763521	AA763521	0.728	-0.0789283
30720													AA914427	BB243260	0.32299999999999995	0.5001121000000001
30721													AA986695	AA986695	0.21100000000000002	-0.5639883000000001
30722													AA986715	BM249399	0.26899999999999996	-0.3086822
30723													AB041806	NM_021404	0.85	-0.072275
30724													AI043046	AI043046	0.5820000000000001	-0.2514427
30725													AI120166	BM239362	0.0406	2.7809272000000003
30726													AI131651	AI131651	0.718	-0.0707269
30727													AI132709	AI266897	0.0313	-0.5327754
30728													AI194348	BB040047	0.76	-0.17159829999999998
30729													AI195381	AV376182	0.0319	1.1498351999999998
30730													AI195470	AA985897	0.5720000000000001	-0.10778689999999999
30731													AI225934	BB311306	0.451	-0.2575944
30732													AI256396	XR_105003	0.341	0.19486099999999998
30733													AI314604	BE991175	0.73	0.0871039
30734													AI314760	NM_146087	0.897	-0.1324376
30735													AI315376	AI315376	0.27	-1.0410648
30736													AI316844	BB295954	2.7399999999999995e-05	-2.9443297999999998
30737													AI317158	BM125070	0.519	-0.05632030000000002
30738													AI413194	NM_201373	0.105	-0.7340161000000001
30739													AI413759	BI134269	0.8009999999999999	0.21945570000000003
30740													AI414330	AI414330	0.7440000000000001	-0.1529709
30741													AI415730	AI415730	0.00255	-1.8342367
30742													AI426330	AW495162	0.9670000000000001	0.0171072
30743													AI428301	BE983392	4.84e-05	-2.6225452999999996
30744													AI428898	AI428898	0.41200000000000003	0.7985008000000001
30745													AI429363	AI429363	0.72	0.07366139999999999
30746													AI447881	AI447881	0.561	0.1383247
30747													AI448005	BB756663	0.8029999999999999	0.049258699999999996
30748													AI448984	BM935216	0.741	-0.3686238
30749													AI449212	AA175822	0.0243	-0.8356385000000001
30750													AI450241	BG066303	0.21600000000000003	-0.6382983
30751													AI450353	NR_028362	0.518	0.5263239000000001
30752													AI451250	AI451250	0.00137	-1.2416178
30753													AI451458	BG793156	0.00246	-1.8086043
30754													AI462521	AI853202	0.845	-0.05546619999999999
30755													AI464196	XR_104845	0.22899999999999998	-0.5794004
30756													AI465300	AI661897	0.512	0.5586664000000001
30757													AI480526	BB432317	0.0038	-2.6045782
30758													AI480624	AI480624	0.718	0.23488179999999997
30759													AI481207	AI481207	0.21	0.23261329999999997
30760													AI503301	NM_026313	0.503	-0.3945341
30761													AI594671	AA711038	0.626	-0.10685610000000001
30762													AI596198	AA939659	0.66	-0.11929139999999999
30763													AI605517	AV340788	0.6509999999999999	-0.2355806
30764													AI616248	BG070418	0.0214	-0.8310146
30765													AI646383	AA216889	0.634	-0.2378285
30766													AI661323	AI661323	0.488	-0.1498006
30767													AI661384	BB034038	0.23	-0.3123666
30768													AI662168	AI662168	0.701	-0.13539089999999998
30769													AI662175	BB222530	0.395	-0.1671031
30770													AI662245	AI662245	0.602	-0.13138229999999998
30771													AI662501	AI662501	0.439	-0.5185797000000001
30772													AI746446	XR_105530	0.9079999999999999	-0.051056199999999996
30773													AI790276	BE634648	1.0800000000000002e-05	3.9293841
30774													AI835735	AI835735	0.273	-0.280173
30775													AI836737	BB456416	0.529	-0.16850739999999997
30776													AI842136	AV372940	0.11604999999999999	-0.919765
30777													AI844685	AI844685	0.43799999999999994	-0.18334560000000003
30778													AI844869	AI844869	0.9109999999999999	0.0407217
30779													AI845619	AW457339	0.0015	3.1568183999999997
30780													AI848615	AI848615	0.764	0.0602668
30781													AI849538	BE979428	0.0041	-1.0671653
30782													AI851613	AI851613	0.5379999999999999	-0.15611570000000002
30783													AI853106	AI853106	0.10800000000000001	-0.5587854
30784													AI853502	AI853502	0.573	-0.22119380000000002
30785													AI956758	AV234963	0.0265	1.2983133
30786													AL023008	BB533367	0.586	0.309392
30787													AL023051	BG066704	0.0243	-1.4101868999999998
30788													AU014678	BG069968	0.382	0.20201989999999997
30789													AU014756	BG069988	0.9540000000000001	0.016677200000000003
30790													AU014876	BG070114	0.951	0.0151959
30791													AU014965	BG070141	0.6940000000000001	0.08754939999999999
30792													AU014972	BG070143	0.16399999999999998	1.7272043999999998
30793													AU014973	BG070144	0.035	1.3689226
30794													AU015105	BG070172	0.13	-0.4578648
30795													AU015148	BG070195	0.0116	-1.0168779000000001
30796													AU015230	BG070224	0.787	0.07596
30797													AU015247	BG070229	0.13	-0.7489771
30798													AU015253	BG070231	0.128	-0.3984209
30799													AU015263	BG070233	0.0157	0.83073
30800													AU015438	BG070271	0.845	0.0376461
30801													AU015449	BG070275	0.276	0.5781684
30802													AU015536	BG070304	0.983	0.0052523000000000005
30803													AU015558	AU015558	0.7170000000000001	0.08230139999999998
30804													AU015559	BG070312	0.0677	-1.1212739
30805													AU015581	BG070319	0.195	-0.2827622
30806													AU015603	BG075723	0.11	-1.6282184
30807													AU015621	BG070334	0.535	-0.1356809
30808													AU015680	BG145559	0.4613333333333333	-0.7396779666666666
30809													AU015696	BG070352	0.47700000000000004	0.1520845
30810													AU015723	BG070359	0.14300000000000002	0.35276640000000004
30811													AU015741	BG070365	0.595	-0.11693519999999999
30812													AU015777	BG070374	0.145	-0.4953339
30813													AU015791	NR_102381	0.0394	-0.6558206
30814													AU015849	BG070395	0.805	0.04950619999999999
30815													AU015858	BG070399	0.593	-0.128019
30816													AU015892	BG070405	0.491	-0.1485703
30817													AU016916	AU016916	0.0957	0.7602166
30818													AU017263	BG070907	0.0109	-1.1538004
30819													AU018466	BG069234	0.309	-0.4251366
30820													AU018552	BG069262	0.221	-0.4987715999999999
30821													AU018740	BG069312	0.171	-0.7440951
30822													AU018877	BG069553	0.589	-0.106754
30823													AU019157	BG069492	0.00213	-1.0817463999999999
30824													AU019559	BG069506	0.23199999999999998	1.0230417
30825													AU019752	BG069545	0.00137	-1.7010914000000001
30826													AU019754	BG069560	0.215	-0.3833553
30827													AU019796	BG069568	0.262	-0.248433
30828													AU020094	BG069639	0.23975000000000002	0.6388704999999999
30829													AU020096	BG069640	0.635	0.08892539999999999
30830													AU020147	BG069650	0.49	0.23643649999999997
30831													AU020745	BG069797	0.185	-0.3443753
30832													AU021001	BM241669	0.0433	1.8136506999999997
30833													AU021025	BG069874	0.369	0.2098167
30834													AU021128	AU019847	0.551	-0.1331967
30835													AU021720	AU021720	0.435	-0.1722418
30836													AU021745	BG068029	0.18899999999999997	0.3591942
30837													AU021760	AU021760	0.0297	-0.5760284000000001
30838													AU021871	BG068073	7.01e-05	-3.6665263999999995
30839													AU021877	AU021877	0.115	0.3734861
30840													AU021880	BG068075	0.429	0.173262
30841													AU021884	BG068077	0.871	-0.03617940000000001
30842													AU021889	BG068079	0.97	0.0080878
30843													AU021895	AW546472	0.006541	1.6365571999999997
30844													AU021933	BG068089	0.818	-0.0862927
30845													AU021977	BG068102	0.361	0.1989845
30846													AU022052	BG068090	0.0169	-0.9426091000000001
30847													AU022054	AU022054	0.322	0.1932536
30848													AU022077	AU022077	9.12e-06	-4.1918918
30849													AU022084	AU022080	0.9259999999999999	-0.0230405
30850													AU022121	AU022121	0.39	-0.30889320000000003
30851													AU022138	AU022138	0.0692	-0.43516229999999995
30852													AU022166	AU022067	0.626	-0.1906914
30853													AU022186	AU022186	0.9670000000000001	-0.016288399999999998
30854													AU022194	AU022194	0.23800000000000002	-0.33689990000000003
30855													AU022229	AU022229	0.858	-0.0630445
30856													AU022238	AU022238	0.10099999999999999	-0.9927355999999999
30857													AU022240	AU022240	0.292	-0.5214255
30858													AU022245	AU022245	0.636	0.2662339
30859													AU022255	BG081224	0.125	-0.6487845
30860													AU022297	AU022563	0.72	-0.08150639999999999
30861													AU022320	BG068215	0.037	-1.3251893
30862													AU022331	BG068222	0.45	0.2300169
30863													AU022332	BG068223	0.11900000000000001	0.3201422
30864													AU022434	BG068260	0.691	0.123127
30865													AU022436	BG068261	0.851	0.04289880000000001
30866													AU022479	BG068277	0.7070000000000001	0.0785212
30867													AU022526	BG068300	0.414	-0.4350598
30868													AU022531	AU022531	0.3	0.2071993
30869													AU022537	AU022537	0.6	-0.7231523
30870													AU022538	BG068307	0.27699999999999997	-0.43180100000000005
30871													AU022554	BG068311	0.728	0.07878500000000001
30872													AU022680	BG068354	0.11900000000000001	0.49405859999999996
30873													AU022697	AU022697	0.10400000000000001	0.3055988
30874													AU022706	AU022706	0.0185	-1.1739438999999998
30875													AU022746	BG068386	0.10400000000000001	-0.3750928
30876													AU022749	AU022749	0.18600000000000003	0.2861641
30877													AU022804	BG068405	0.182	0.28710749999999996
30878													AU022848	BG068422	0.309	-0.2520322
30879													AU022852	BG068424	0.851	-0.039488699999999995
30880													AU022855	BG071277	0.9670000000000001	-0.0102311
30881													AU022882	AU022882	0.856	0.0549572
30882													AU022899	BG068443	0.961	0.019509400000000003
30883													AU023386	BB049129	0.275	0.2292861
30884													AU023617	BG068713	0.0499	-0.4360741
30885													AU024581	BG069074	0.425	0.1516905
30886													AU024605	BG069084	0.7240000000000001	0.088724
30887													AU040096	XM_001477884	0.369	-0.3652238
30888													AU041474	BG072101	0.556	-0.7885121999999999
30889													AU041480	BG072095	0.0491	-0.6659123
30890													AU042410	BB209673	0.6659999999999999	-0.0840735
30891													AU042950	AU042950	0.9740000000000001	-0.0069741
30892													AU043392	BG071602	0.39899999999999997	-0.2038115
30893													AU044157	BG071797	0.21600000000000003	-0.5048068
30894													AU044856	BG071781	0.46799999999999997	0.14364870000000002
30895													AU045094	AU043288	0.873	0.035323900000000005
30896													AU045717	BG071977	0.17300000000000001	-0.37565370000000003
30897													AU046084	BG072043	0.961	-0.0259712
30898													AW046457	AW046457	0.0479	1.0369866
30899													AW047481	AI462839	0.38299999999999995	-0.33740679999999995
30900													AW049021	BB375185	0.5329999999999999	0.15149189999999998
30901													AW060742	XR_105095	0.184	-0.5904839
30902													AW061096	AW061096	0.564	-0.2561761
30903													AW061147	AW061147	0.0347	0.6145795000000001
30904													AW107722	AW107722	0.0279	0.9110375
30905													AW111846	BB667477	0.48210000000000003	-0.37215265000000003
30906													AW125324	AW125324	0.3	0.2532966
30907													AW125646	AW125646	0.0922	-0.325966
30908													AW413774	BQ176195	0.007209999999999999	1.3573657
30909													AW492981	AI552423	0.0031	-1.1186437
30910													AW493563	BE947079	0.387	-1.3269358999999998
30911													AW552393	BE307636	0.674	0.3760711
30912													AW552889	AW552889	0.865	0.036463800000000005
30913													AW555355	AW555355	0.00372	1.9138254000000001
30914													AW556556	AI452057	0.0853	0.6844814
30915													AW557046	AW557046	0.000291	-1.4347444999999999
30916													AW742635	BF465041	0.0122	-0.6064878
30917													AW987390	BB018051	0.662	-0.2058002
30918													AY036118	NM_133243	0.0841	-2.8025574
30919													AY074887	NM_145229	0.9570000000000001	0.0130593
30920													Aaed1	NM_025370	0.311877	-1.0512154500000002
30921													Aamdc	NM_001177945	0.429	0.2446018
30922													Aar2	NM_001164818	0.442625	-0.56734535
30923													Aarsd1	NM_144829	0.71	-0.1921229
30924													Abhd1	NM_021304	0.568	-0.36968520000000005
30925													Abhd11os	NR_026688	0.934	0.0350055
30926													Abhd17a	NM_145421	0.038895	0.042545999999999896
30927													Abhd17b	NM_146096	0.41925	0.6986950249999999
30928													Abhd17c	NM_133722	0.0106	1.6583308
30929													Abhd18	NM_026622	0.188275	-0.237903425
30930													Abracl	NM_028440	0.693	0.0929222
30931													Ackr1	NM_010045	0.0708	-0.6966678000000001
30932													Ackr2	NM_001276719	0.41336666666666666	0.0351936
30933													Ackr3	NM_001271607	0.221	1.6485721999999998
30934													Ackr4	NM_145700	0.33066666666666666	0.13645916666666666
30935													Acod1	NM_008392	0.0443	2.2195673
30936													Acp7	NM_175319	0.606	-0.12851210000000002
30937													Actl10	NM_001171640	0.28	-0.373825
30938													Actl11	NM_026338	0.8690000000000001	0.06432180000000001
30939													Actrt3	NM_029690	0.2605	0.4508035
30940													Adat3	NM_001100606	0.10476666666666667	-0.7634233333333333
30941													Adgb	NM_001127353	0.983	0.0050477
30942													Adgra1	NM_177469	0.5162333333333334	-0.16612666666666667
30943													Adgra2	NM_054044	0.233	1.0055052
30944													Adgra3	NM_133911	0.46866666666666673	-0.3036876333333333
30945													Adgrb1	NM_174991	0.551	-0.1982429
30946													Adgrb2	NM_001199696	0.0579	-1.0657948
30947													Adgrb3	NM_175642	0.222	0.2531192
30948													Adgrd1	NM_001081342	0.0838	-0.44929079999999993
30949													Adgre1	NM_010130	0.00244	1.8237788000000001
30950													Adgre4	NM_139138	0.28099999999999997	0.24870925
30951													Adgre5	NM_001163029	0.225	0.23988679999999998
30952													Adgrf1	NM_133776	0.25	-0.35600040000000005
30953													Adgrf4	NM_001289499	0.46399999999999997	-0.2483478
30954													Adgrf5	NM_001081178	0.749	-0.09426285000000001
30955													Adgrg1	NM_001198894	5.7600000000000004e-05	3.5281594
30956													Adgrg2	NM_001079847	0.43	0.0088255
30957													Adgrg3	NM_173036	0.0911	1.4967325
30958													Adgrg5	NM_001033468	0.00282	-1.3803338
30959													Adgrg6	NM_001002268	0.894	0.007843299999999997
30960													Adgrl1	NM_181039	0.639	-0.44298375
30961													Adgrl2	NM_001081298	0.4479666666666667	0.24971770000000004
30962													Adgrl3	NM_198702	0.4765	0.11788178333333331
30963													Adgrl4	NM_133222	0.776	-0.0027124999999999996
30964													Adgrv1	NM_054053	0.356	0.047158749999999985
30965													Adprm	NM_025510	0.993	-0.009253
30966													Adtrp	NM_001145875	0.885	-0.0297015
30967													Ago1	NM_153403	0.244	-0.7908352
30968													Ago2	NM_153178	0.31999	-0.23498557499999992
30969													Ago3	NM_153402	0.23778000000000002	-0.35319382
30970													Ago4	NM_153177	0.5149	0.7284296
30971													Ahsp	NM_133245	0.17	0.3945175
30972													Ajuba	NM_010590	0.33899999999999997	0.32867579999999996
30973													Ak6	NM_001015889	0.0206	0.7791321999999999
30974													Akain1	NM_001145192	0.617	-0.27965165000000003
30975													Akip1	NM_020616	0.000306	1.4514598
30976													Aknaos	NM_025765	0.37799999999999995	-0.8779513000000001
30977													Alkbh3os1	NR_045827	0.174	-0.6748358
30978													Amer1	NM_175179	0.1289	0.10662354999999998
30979													Amer2	NM_001164705	0.797	0.05891319999999999
30980													Amer3	NM_213727	0.557	-0.1682421
30981													Amy2a1	NM_001042711	0.893	0.0408066
30982													Anapc15	NM_001291348	0.5231250000000001	0.38898717499999996
30983													Ang	NM_001161731	0.40897333333333336	0.5288350666666667
30984													Ang3	NM_001123394	0.0849	-0.5172756
30985													Angptl8	NM_001080940	0.7709999999999999	-0.1495095
30986													Ankef1	NM_175667	0.7063333333333333	0.030947600000000006
30987													Ankrd31	XM_006517797	0.9209999999999999	0.0286224
30988													Ankrd37	NM_001039562	0.00157	1.3930221999999999
30989													Ankrd63	NM_001081971	0.0686	-0.4950128
30990													Ankrd66	NM_001254953	0.531	0.2260968
30991													Ankub1	NM_001033349	0.9109999999999999	-0.0291421
30992													Aoc1	NM_001161621	0.0876	-0.43329650000000003
30993													Ap5b1	NM_001033448	0.023	-1.6012573
30994													Ap5m1	NM_144535	0.09187666666666668	0.4057953333333333
30995													Ap5s1	NM_001291031	0.22349999999999998	-0.3983335
30996													Ap5z1	NM_172725	0.06661199999999999	-1.0728422800000001
30997													Apela	NR_040692	0.648	0.09151395000000001
30998													Apex1	NM_009687	0.3292	0.003896699999999994
30999													Apmap	NM_027977	0.517	0.21265070000000003
31000													Apopt1	NM_001163388	0.15447666666666668	0.46783430000000004
31001													Appbp2os	NR_028329	0.13837999999999998	-0.6702075
31002													Arel1	NM_178065	0.061700000000000005	0.027701550000000075
31003													Arfgef3	NM_001033258	0.0211	1.6600666
31004													Arhgap20os	NR_033560	0.0296	1.5487981000000002
31005													Arhgap35	NM_172739	0.82	-0.0526374
31006													Arhgef28	NM_012026	0.51675	-0.06595159999999999
31007													Arhgef39	NM_001013377	0.15	0.3771929
31008													Arl14ep	NM_001025102	0.07643546666666666	1.4804080666666666
31009													Armc12	NM_026290	0.505	0.16724779999999997
31010													Armcx5	NM_001009575	0.00139	2.0413741
31011													Armt1	NM_024261	0.43616666666666665	-0.10635486666666666
31012													Arpin	NM_027420	0.47	0.687599
31013													Asic1	NM_001289791	0.46299999999999997	-0.22660740000000001
31014													Asic2	NM_001034013	0.9329999999999999	0.0324064
31015													Asic3	NM_183000	0.9179999999999999	-0.0237239
31016													Asic4	NM_183022	0.568	-0.3073366
31017													Asic5	NM_021370	0.213	-0.39407129999999996
31018													Astx3	XM_006528645	0.722	0.08201560000000001
31019													Asun	NM_138757	0.3999	-0.4881537333333334
31020													Atcayos	NR_015477	0.2115	0.08509350000000002
31021													Atg101	NM_026566	0.0262	1.0556252
31022													Atraid	NM_027855	0.0814	0.8351868
31023													Atxn7l1os2	XR_381440	0.0449	-1.8684396
31024													Aunip	NM_001081099	0.514	0.2543188
31025													Axdnd1	NM_001033180	0.361	0.21292080000000002
31026													Azin2	NM_172875	0.519	-0.3537209333333334
31027													B020011L13Rik	XM_006530012	0.36700000000000005	0.16679229999999998
31028													B130019D13Rik	BB235632	0.247	0.8908524999999999
31029													B130040O20Rik	BB295604	0.511	-0.1437136
31030													B130052P14Rik	BB297163	0.133	-0.7438781
31031													B130055M24Rik	AV027552	0.9129999999999999	-0.0351221
31032													B130065D12Rik	BB455609	0.0018800000000000002	-1.6645092000000001
31033													B230104F01Rik	BB303425	0.0317	-0.44279300000000005
31034													B230112I24Rik	AK020969	0.4575	0.0818584
31035													B230114A03Rik	AK020976	0.27404999999999996	-0.19706819999999997
31036													B230114P17Rik	BB304874	0.377	0.330974
31037													B230117O15Rik	AK020978	0.36700000000000005	0.5651748999999999
31038													B230204H03Rik	AK020986	0.5485000000000001	-0.22536245000000002
31039													B230205o20rik	AK020987	0.966	0.0173153
31040													B230213L16Rik	BB307279	0.32299999999999995	1.0794894
31041													B230214N19Rik	BB284387	0.261	0.7977223000000001
31042													B230214O09Rik	BM211445	0.00195	-2.6490240000000003
31043													B230220N19Rik	BB539872	0.29100000000000004	-0.9079611999999999
31044													B230303A05Rik	AW048415	0.614	0.112195
31045													B230307C23Rik	XM_902421	0.5630000000000001	0.12006280000000001
31046													B230308N11Rik	AW554529	0.21635000000000001	0.6324936999999999
31047													B230311B06Rik	XM_003945420	0.575	-0.1953623
31048													B230325K18Rik	NM_176936	0.647	-0.3450304
31049													B230334C09Rik	BE992834	0.8314999999999999	-0.02603265
31050													B230334L07Rik	BM207373	0.685	0.1194893
31051													B230354O11Rik	XM_001004809	0.0953	-0.42893180000000003
31052													B230359F08Rik	NM_177626	0.0593	-0.3810378
31053													B3glct	NM_001081204	0.007409999999999999	1.2785768999999998
31054													B3gnt4	NM_198611	0.0573	-0.8098066999999999
31055													B3gnt9	NM_001271915	0.409	0.24244920000000003
31056													B430105A11Rik	AI853521	0.18600000000000003	-0.3958137
31057													B430105G09Rik	XM_001474888	0.315	0.26188360000000005
31058													B430203I24Rik	BB326079	0.58	0.29564819999999997
31059													B430316J06Rik	BB328402	0.0879	0.6286435
31060													B4gat1	NM_175383	0.263	0.392119
31061													B530045E10Rik	NM_177302	0.0125	-1.3498665
31062													B830004H01Rik	BE982608	0.067	1.1255561
31063													B830007D08Rik	BB333095	0.41100000000000003	-0.3699723
31064													B830008H07Rik	BB333194	0.0128	-0.8152100999999999
31065													B830032F12	NM_152923	0.8240000000000001	-0.0918044
31066													B930012P20Rik	AW545180	0.762	0.30482729999999997
31067													B930025B16Rik	BE648536	0.9840000000000001	0.0281216
31068													B930036G03Rik	BB405928	0.48149999999999993	0.12821869999999996
31069													B930042K01Rik	BB343145	0.0243	-0.7242384
31070													B930053N05Rik	BB344093	0.0955	0.71602
31071													B930068K11Rik	BM239301	0.12185	1.1553014
31072													B930093H17Rik	BB352875	0.797	-0.057256100000000004
31073													B930098A02Rik	NM_028850	0.0928	1.5541992
31074													B9d1os	XR_141098	0.109	-0.42622879999999996
31075													BB045044	BB045044	0.762	0.3195534
31076													BB070754	BM239037	0.083	-0.5581381999999999
31077													BB086117	AV327329	0.13699999999999998	-0.465236
31078													BB114814	XM_006508432	0.198	-0.26725879999999996
31079													BB116930	BB484394	0.00785	-0.7710262
31080													BB144871	BB144871	0.371	0.1603052
31081													BB163080	BB163080	3.23e-06	-4.912589499999999
31082													BB165335	BB198406	0.782	0.1500455
31083													BB166591	BB136975	0.0021	2.0568106
31084													BB168181	BB450331	0.0014	-1.6317709999999999
31085													BB182297	BB506740	0.00569	-2.521731
31086													BB187676	BB313560	0.331	-0.40485170000000004
31087													BB211804	BB211804	0.6890000000000001	-0.21435660000000004
31088													BB212172	BB212172	0.0444	-1.6376972
31089													BB236558	BB398201	0.7695	0.1072303
31090													BB283564	BB307119	0.00137	-1.7233026999999999
31091													BC001981	BC001981	0.285	-0.28864850000000003
31092													BC002189	XM_884677	0.43	-0.2529482
31093													BC005685	D44443	0.442	0.2846886
31094													BC010981	AV270842	0.0343	2.3104253
31095													BC023202	NM_001083341	0.563	0.2440078
31096													BC024137	NM_001290180	0.0932	-0.6385239
31097													BC025933	BC025933	0.177	-0.5591162
31098													BC026513	BC026513	0.0008119999999999999	-1.7407906000000002
